block_id,model_category,shape_family,support_class,shape_description,geometry_details,average_color_hex,average_color_r,average_color_g,average_color_b,average_alpha_coverage,face_color_summary,different_faces,tint_policy,material_tags,model_count,blockstate_model_ref_count,rotated_by_blockstate,model_sources,parent_models,texture_sources,confidence,notes
minecraft:bamboo_fence,thin_wall,fence,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Fence geometry is multipart. The center post is [0.375,0,0.375]-[0.625,1,0.625]. Each north/east/south/west=true connector adds two narrow horizontal rails from the post toward that face: lower rail around y=0.375..0.5625 and upper rail around y=0.75..0.9375, with a 0.125-thick cross-section. false leaves that side open.",#D1BC5C,209,188,92,1.000,,,none,wood;architectural_shape,5,5,no,minecraft:block/bamboo_fence_post;minecraft:block/bamboo_fence_side_east;minecraft:block/bamboo_fence_side_north;minecraft:block/bamboo_fence_side_south;minecraft:block/bamboo_fence_side_west,custom_fence_post;custom_fence_side_east;custom_fence_side_north;custom_fence_side_south;custom_fence_side_west,minecraft:block/bamboo_fence,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_fence_gate,thin_wall,fence_gate,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Fence gate geometry is a pair of narrow side posts plus two hinged gate leaves. open=false places the leaves across the center line as a thin barrier; open=true swings the leaves back against the side posts. facing rotates the gate axis. in_wall=true lowers the posts and rails to align with coarse wall height, using the same narrow footprints but shifted downward.",#D1BC5A,209,188,90,1.000,,,none,wood;architectural_shape,4,16,yes,minecraft:block/bamboo_fence_gate;minecraft:block/bamboo_fence_gate_open;minecraft:block/bamboo_fence_gate_wall;minecraft:block/bamboo_fence_gate_wall_open,block;template_custom_fence_gate;template_custom_fence_gate_open;template_custom_fence_gate_wall;template_custom_fence_gate_wall_open,minecraft:block/bamboo_fence_gate,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_hanging_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,wood,1,1,no,minecraft:block/bamboo_hanging_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:bamboo_mosaic,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#C0AC4F,192,172,79,1.000,down=#C0AC4F;up=#C0AC4F;north=#C0AC4F;south=#C0AC4F;west=#C0AC4F;east=#C0AC4F,,none,wood,1,1,no,minecraft:block/bamboo_mosaic,block;cube;cube_all,minecraft:block/bamboo_mosaic,medium,
minecraft:bamboo_mosaic_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#C0AC4F,192,172,79,1.000,,,none,wood;architectural_shape,3,3,no,minecraft:block/bamboo_mosaic;minecraft:block/bamboo_mosaic_slab;minecraft:block/bamboo_mosaic_slab_top,block;cube;cube_all;slab;slab_top,minecraft:block/bamboo_mosaic,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_mosaic_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#C0AC4F,192,172,79,1.000,,,none,wood;architectural_shape,3,40,yes,minecraft:block/bamboo_mosaic_stairs;minecraft:block/bamboo_mosaic_stairs_inner;minecraft:block/bamboo_mosaic_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/bamboo_mosaic,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_planks,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#C4AF52,196,175,82,1.000,down=#C4AF52;up=#C4AF52;north=#C4AF52;south=#C4AF52;west=#C4AF52;east=#C4AF52,,none,wood,1,1,no,minecraft:block/bamboo_planks,block;cube;cube_all,minecraft:block/bamboo_planks,medium,
minecraft:bamboo_pressure_plate,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Pressure plate geometry is a low rectangular floor plate occupying most of the x/z footprint. powered=false is slightly raised; powered=true lowers it closer to the supporting block.",#C3AE52,195,174,82,1.000,,,none,wood,2,2,no,minecraft:block/bamboo_pressure_plate;minecraft:block/bamboo_pressure_plate_down,block;pressure_plate_down;pressure_plate_up;thin_block,minecraft:block/bamboo_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_sapling,irregular_dependent,cross_planes,dependent_on_support_or_counterpart,"Irregular crossed flat planes with transparent cutout texture, typically plant-like and support/substrate dependent.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Cross-plane geometry: two near-zero-thickness quads cross diagonally through the block center, usually spanning most of y=0..1. The visible silhouette comes from transparent texture pixels, not from cuboid volume; placement normally depends on ground or substrate support.",#384A10,56,74,16,1.000,,,plains_grass_assumed,wood,1,1,no,minecraft:block/bamboo_sapling,tinted_cross,minecraft:block/bamboo_stage0,medium,Tinted textures use the plains biome approximation for color averaging.
minecraft:bamboo_shelf,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/bamboo_shelf -> 3 elements: [0,0,0.8125]-[1,1,1] + [0,0,0.6875]-[1,0.25,0.8125] + [0,0.75,0.6875]-[1,1,0.8125] | minecraft:block/bamboo_shelf_unpowered -> 1 element: [0,0.25,0.8125]-[1,0.75,0.8125]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#B5A34C,181,163,76,1.000,,,none,wood,6,24,yes,minecraft:block/bamboo_shelf;minecraft:block/bamboo_shelf_center;minecraft:block/bamboo_shelf_left;minecraft:block/bamboo_shelf_right;minecraft:block/bamboo_shelf_unconnected;minecraft:block/bamboo_shelf_unpowered,block;template_shelf_body;template_shelf_center;template_shelf_left;template_shelf_right;template_shelf_unconnected;template_shelf_unpowered,minecraft:block/bamboo_shelf,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,wood,1,1,no,minecraft:block/bamboo_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:bamboo_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#C4AF52,196,175,82,1.000,,,none,wood;architectural_shape,3,3,no,minecraft:block/bamboo_planks;minecraft:block/bamboo_slab;minecraft:block/bamboo_slab_top,block;cube;cube_all;slab;slab_top,minecraft:block/bamboo_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#C4AF52,196,175,82,1.000,,,none,wood;architectural_shape,3,40,yes,minecraft:block/bamboo_stairs;minecraft:block/bamboo_stairs_inner;minecraft:block/bamboo_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/bamboo_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_trapdoor,irregular_dependent,hinged_panel,dependent_on_support_or_counterpart,"Irregular thin hinged panel; open/closed, half, hinge, or facing changes by state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Trapdoor geometry is a thin 1x1 panel about 0.1875 blocks thick. half=bottom places the closed panel at y=0..0.1875; half=top places it at y=0.8125..1. open=true rotates the same panel upright against the side chosen by facing.",#C8B458,200,180,88,1.000,,,none,wood,3,16,yes,minecraft:block/bamboo_trapdoor_bottom;minecraft:block/bamboo_trapdoor_open;minecraft:block/bamboo_trapdoor_top,block;template_orientable_trapdoor_bottom;template_orientable_trapdoor_open;template_orientable_trapdoor_top;thin_block,minecraft:block/bamboo_trapdoor,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:bamboo_wall_hanging_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,wood,1,1,no,minecraft:block/bamboo_hanging_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
